invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I173997,C254894,Male,22,Food & Beverage,4,20.92,Debit Card,02-03-2022,Zorlu Center
I174010,C133020,Female,24,Souvenir,3,35.19,Credit Card,06-04-2022,Kanyon
I174012,C237514,Female,30,Clothing,1,300.08,Cash,27-08-2021,Mall of Istanbul
I174015,C190479,Male,56,Food & Beverage,5,26.15,Credit Card,27-11-2022,Kanyon
I174016,C181137,Female,57,Food & Beverage,3,15.69,Credit Card,05-03-2023,Istinye Park
I174020,C586835,Male,41,Food & Beverage,2,10.46,Debit Card,18-03-2021,Viaport Outlet
I174021,C185265,Male,64,Shoes,2,1200.34,Debit Card,01-04-2021,Metrocity
I174022,C279127,Male,53,Shoes,5,3000.85,Credit Card,10-02-2021,Istinye Park
I174025,C167530,Female,27,Clothing,3,900.24,Cash,28-02-2023,Metropol AVM
I174026,C491517,Female,66,Toys,3,107.52,Cash,10-03-2022,Zorlu Center
I174028,C206284,Female,20,Shoes,1,600.17,Debit Card,31-03-2022,Istinye Park
I174030,C572790,Female,22,Souvenir,3,35.19,Credit Card,18-12-2021,Viaport Outlet
I174032,C323479,Female,40,Shoes,3,1800.51,Cash,02-03-2021,Viaport Outlet
I174037,C406788,Female,29,Cosmetics,5,203.3,Cash,10-01-2022,Metropol AVM
I174040,C424497,Female,27,Cosmetics,5,203.3,Cash,21-09-2021,Metrocity
I174043,C184570,Female,32,Souvenir,2,23.46,Cash,27-02-2021,Kanyon
I174044,C283536,Female,37,Clothing,4,1200.32,Cash,10-02-2022,Zorlu Center
I174053,C485136,Male,56,Toys,3,107.52,Credit Card,26-08-2021,Kanyon
I174055,C202355,Female,22,Food & Beverage,1,5.23,Cash,19-03-2022,Kanyon
I174057,C288005,Female,41,Technology,1,1050,Debit Card,04-08-2021,Mall of Istanbul
I174058,C309151,Female,22,Books,4,60.6,Credit Card,15-07-2021,Mall of Istanbul
I174059,C285976,Male,24,Clothing,3,900.24,Cash,25-02-2022,Istinye Park
I174060,C227300,Male,43,Shoes,3,1800.51,Cash,17-04-2022,Mall of Istanbul
I174062,C144590,Female,44,Souvenir,4,46.92,Credit Card,23-02-2022,Emaar Square Mall
I174065,C322922,Male,38,Clothing,5,1500.4,Cash,19-06-2022,Metrocity
I174066,C795655,Female,19,Books,2,30.3,Cash,19-02-2021,Istinye Park
I174069,C316997,Male,37,Food & Beverage,1,5.23,Credit Card,09-08-2021,Forum Istanbul
I174074,C259879,Male,33,Clothing,1,300.08,Cash,16-08-2022,Metrocity
I174076,C293743,Male,27,Shoes,3,1800.51,Cash,25-11-2021,Mall of Istanbul
I174079,C320558,Female,24,Cosmetics,3,121.98,Credit Card,06-03-2021,Kanyon
I174080,C985851,Male,56,Shoes,5,3000.85,Cash,10-10-2021,Kanyon
I174084,C255404,Male,46,Cosmetics,5,203.3,Cash,22-06-2022,Metropol AVM
I174086,C287160,Male,61,Cosmetics,4,162.64,Credit Card,25-06-2021,Mall of Istanbul
I174091,C765922,Female,39,Shoes,5,3000.85,Cash,27-11-2021,Kanyon
I174092,C721260,Female,36,Clothing,3,900.24,Cash,02-08-2021,Kanyon
I174095,C833349,Male,36,Food & Beverage,4,20.92,Cash,24-04-2021,Metropol AVM
I174096,C289118,Female,33,Shoes,2,1200.34,Cash,02-03-2021,Forum Istanbul
I174099,C112797,Female,26,Cosmetics,4,162.64,Credit Card,22-08-2021,Viaport Outlet
I174103,C265834,Female,40,Cosmetics,5,203.3,Credit Card,03-08-2021,Metropol AVM
I174105,C808205,Female,48,Cosmetics,4,162.64,Cash,20-07-2021,Zorlu Center
I174107,C130857,Female,69,Cosmetics,1,40.66,Cash,18-01-2022,Mall of Istanbul
I174109,C716101,Male,33,Clothing,4,1200.32,Cash,14-09-2021,Emaar Square Mall
I174112,C564609,Female,38,Cosmetics,2,81.32,Cash,20-02-2023,Forum Istanbul
I174114,C592982,Male,27,Food & Beverage,4,20.92,Cash,24-02-2022,Zorlu Center
I174115,C169258,Male,60,Food & Beverage,4,20.92,Cash,22-05-2021,Metrocity
I174119,C214496,Female,68,Clothing,5,1500.4,Cash,29-03-2021,Metropol AVM
I174123,C327320,Female,35,Shoes,2,1200.34,Credit Card,20-07-2022,Forum Istanbul
I174132,C224490,Male,65,Cosmetics,2,81.32,Credit Card,27-09-2021,Metrocity
I174135,C264845,Female,44,Clothing,3,900.24,Debit Card,13-09-2021,Viaport Outlet
I174138,C723090,Female,35,Clothing,5,1500.4,Cash,20-09-2022,Forum Istanbul
I174140,C103291,Female,63,Clothing,2,600.16,Debit Card,18-02-2021,Kanyon
I174142,C279660,Male,49,Cosmetics,5,203.3,Credit Card,30-11-2021,Istinye Park
I174145,C298300,Female,58,Clothing,5,1500.4,Cash,25-07-2021,Mall of Istanbul
I174150,C101206,Male,47,Souvenir,2,23.46,Cash,14-09-2021,Emaar Square Mall
I174157,C243454,Male,34,Clothing,3,900.24,Debit Card,18-05-2022,Metropol AVM
I174158,C237468,Female,69,Clothing,5,1500.4,Debit Card,27-02-2023,Kanyon
I174160,C138530,Male,44,Clothing,5,1500.4,Debit Card,26-07-2022,Zorlu Center
I174164,C102474,Female,64,Shoes,2,1200.34,Credit Card,14-06-2022,Cevahir AVM
I174166,C825813,Female,27,Souvenir,5,58.65,Credit Card,12-02-2021,Emaar Square Mall
I174171,C146465,Female,51,Clothing,5,1500.4,Credit Card,09-09-2022,Kanyon
I174174,C101509,Female,23,Toys,3,107.52,Debit Card,01-11-2021,Kanyon
I174175,C245486,Female,49,Food & Beverage,5,26.15,Cash,22-01-2021,Kanyon
I174178,C952369,Male,25,Clothing,4,1200.32,Cash,29-09-2022,Istinye Park
I174179,C884335,Male,40,Food & Beverage,4,20.92,Credit Card,12-08-2021,Mall of Istanbul
I174181,C295289,Male,67,Clothing,4,1200.32,Credit Card,04-08-2021,Mall of Istanbul
I174185,C260725,Female,32,Clothing,3,900.24,Credit Card,24-08-2021,Mall of Istanbul
I174192,C597020,Male,48,Shoes,1,600.17,Credit Card,24-06-2021,Mall of Istanbul
I174196,C302000,Female,67,Toys,1,35.84,Cash,14-08-2021,Cevahir AVM
I174201,C600209,Female,20,Souvenir,3,35.19,Cash,10-10-2021,Emaar Square Mall
I174206,C350951,Female,29,Cosmetics,1,40.66,Debit Card,13-03-2022,Mall of Istanbul
I174207,C347728,Female,41,Clothing,5,1500.4,Debit Card,11-01-2022,Kanyon
I174217,C478400,Male,37,Food & Beverage,5,26.15,Cash,06-10-2022,Cevahir AVM
I174219,C129039,Female,22,Clothing,4,1200.32,Cash,13-12-2021,Kanyon
I174220,C739379,Male,35,Technology,5,5250,Cash,06-03-2022,Kanyon
I174227,C675454,Male,58,Shoes,1,600.17,Credit Card,22-12-2022,Kanyon
I174228,C159846,Female,50,Cosmetics,3,121.98,Credit Card,20-12-2021,Metrocity
I174230,C323992,Male,48,Clothing,5,1500.4,Cash,06-02-2023,Mall of Istanbul
I174233,C324298,Female,27,Clothing,4,1200.32,Cash,07-12-2021,Viaport Outlet
I174236,C321800,Female,63,Clothing,2,600.16,Debit Card,19-07-2022,Mall of Istanbul
I174237,C289650,Female,36,Cosmetics,1,40.66,Debit Card,12-02-2023,Emaar Square Mall
I174239,C273997,Female,23,Shoes,2,1200.34,Debit Card,12-05-2022,Istinye Park
I174241,C236494,Male,61,Clothing,1,300.08,Credit Card,16-05-2022,Metrocity
I174249,C984116,Male,19,Cosmetics,4,162.64,Credit Card,20-01-2021,Kanyon
I174250,C204553,Female,42,Books,5,75.75,Cash,16-12-2022,Metrocity
I174258,C302904,Female,22,Clothing,5,1500.4,Debit Card,26-10-2021,Istinye Park
I174259,C993899,Male,67,Clothing,3,900.24,Cash,13-05-2021,Metrocity
I174262,C199138,Female,37,Clothing,4,1200.32,Cash,03-02-2021,Istinye Park
I174267,C138031,Female,59,Cosmetics,4,162.64,Credit Card,07-04-2021,Zorlu Center
I174284,C169423,Female,67,Clothing,1,300.08,Cash,17-07-2022,Istinye Park
I174296,C215292,Female,61,Clothing,4,1200.32,Cash,07-01-2022,Istinye Park
I174297,C198410,Male,28,Technology,2,2100,Cash,21-01-2021,Mall of Istanbul
I174299,C267375,Male,64,Toys,1,35.84,Credit Card,27-05-2021,Viaport Outlet
I174302,C257944,Male,30,Technology,5,5250,Cash,08-06-2022,Mall of Istanbul
I174304,C143853,Male,37,Shoes,1,600.17,Cash,22-06-2022,Metrocity
I174307,C167546,Male,31,Toys,3,107.52,Credit Card,09-01-2021,Metrocity
I174310,C252943,Male,29,Clothing,2,600.16,Credit Card,03-11-2021,Mall of Istanbul
I174314,C299033,Male,50,Toys,4,143.36,Cash,23-07-2022,Metrocity
I174320,C159716,Female,64,Souvenir,1,11.73,Cash,30-03-2022,Forum Istanbul
I174321,C305326,Female,52,Clothing,1,300.08,Debit Card,22-05-2022,Metropol AVM
I174323,C330331,Male,44,Cosmetics,4,162.64,Cash,26-09-2022,Metrocity
I174331,C408789,Female,57,Food & Beverage,3,15.69,Credit Card,17-05-2021,Forum Istanbul
I174332,C301448,Male,29,Clothing,2,600.16,Credit Card,27-02-2022,Kanyon
I174334,C537599,Female,25,Cosmetics,5,203.3,Debit Card,14-07-2021,Metrocity
I174340,C436288,Female,47,Clothing,5,1500.4,Debit Card,22-12-2022,Kanyon
I174342,C542953,Female,21,Clothing,4,1200.32,Cash,30-11-2021,Kanyon
I174345,C143711,Male,45,Clothing,3,900.24,Cash,28-04-2021,Kanyon
I174346,C195957,Female,24,Food & Beverage,3,15.69,Credit Card,07-09-2022,Emaar Square Mall
I174348,C308090,Female,26,Clothing,5,1500.4,Credit Card,14-10-2022,Mall of Istanbul
I174349,C201988,Female,53,Shoes,5,3000.85,Credit Card,07-01-2021,Istinye Park
I174351,C130544,Male,29,Cosmetics,2,81.32,Credit Card,17-10-2022,Viaport Outlet
I174352,C514290,Female,23,Shoes,3,1800.51,Credit Card,14-02-2022,Kanyon
I174356,C201726,Male,35,Clothing,4,1200.32,Credit Card,06-02-2022,Metropol AVM
I174357,C275891,Male,33,Toys,1,35.84,Debit Card,03-09-2021,Mall of Istanbul
I174361,C336408,Female,45,Shoes,3,1800.51,Credit Card,28-07-2022,Emaar Square Mall
I174366,C272690,Female,22,Clothing,1,300.08,Debit Card,21-07-2021,Kanyon
I174368,C154605,Female,56,Books,3,45.45,Credit Card,27-04-2021,Mall of Istanbul
I174371,C136210,Female,57,Clothing,1,300.08,Credit Card,23-03-2021,Forum Istanbul
I174372,C141282,Female,33,Shoes,4,2400.68,Credit Card,26-09-2022,Metrocity
I174375,C275957,Female,56,Cosmetics,2,81.32,Debit Card,20-01-2023,Metrocity
I174382,C127759,Female,40,Cosmetics,5,203.3,Cash,22-03-2021,Emaar Square Mall
I174383,C319087,Female,27,Clothing,3,900.24,Debit Card,21-03-2022,Istinye Park
I174384,C309742,Male,45,Clothing,2,600.16,Credit Card,25-12-2022,Kanyon
I174387,C286929,Male,26,Books,3,45.45,Credit Card,26-09-2022,Mall of Istanbul
I174392,C892110,Female,24,Cosmetics,2,81.32,Credit Card,07-04-2021,Viaport Outlet
I174394,C205813,Female,51,Clothing,5,1500.4,Credit Card,29-07-2022,Forum Istanbul
I174398,C940273,Female,56,Souvenir,5,58.65,Cash,16-04-2021,Metrocity
I174400,C151269,Male,56,Cosmetics,2,81.32,Cash,17-03-2022,Kanyon
I174401,C185025,Male,53,Clothing,3,900.24,Credit Card,20-03-2022,Mall of Istanbul
I174402,C303861,Female,30,Toys,5,179.2,Cash,16-01-2021,Kanyon
I174403,C200628,Female,31,Books,4,60.6,Credit Card,27-12-2021,Istinye Park
I174404,C539158,Female,30,Clothing,5,1500.4,Credit Card,13-01-2023,Mall of Istanbul
I174406,C204150,Female,25,Clothing,4,1200.32,Cash,28-06-2021,Metropol AVM
I174407,C322453,Male,36,Books,2,30.3,Cash,13-07-2021,Viaport Outlet
I174409,C118332,Female,29,Food & Beverage,2,10.46,Cash,04-04-2022,Metrocity
I174410,C306379,Female,56,Cosmetics,4,162.64,Cash,21-09-2021,Metrocity
I174411,C302049,Female,50,Cosmetics,2,81.32,Credit Card,13-07-2021,Kanyon
I174423,C258830,Female,62,Clothing,5,1500.4,Credit Card,07-05-2022,Mall of Istanbul
I174424,C191349,Female,33,Cosmetics,1,40.66,Cash,16-04-2021,Metrocity
I174427,C328638,Female,51,Food & Beverage,5,26.15,Cash,10-05-2022,Metrocity
I174431,C105422,Female,46,Cosmetics,5,203.3,Cash,17-02-2022,Kanyon
I174437,C104433,Male,30,Souvenir,4,46.92,Debit Card,01-02-2023,Zorlu Center
I174438,C332350,Male,64,Clothing,5,1500.4,Cash,12-01-2021,Emaar Square Mall
I174445,C568154,Female,60,Clothing,3,900.24,Credit Card,16-12-2021,Kanyon
I174449,C101643,Female,37,Cosmetics,5,203.3,Cash,26-01-2023,Metropol AVM
I174452,C149033,Female,65,Clothing,4,1200.32,Cash,26-04-2021,Mall of Istanbul
I174455,C397443,Female,51,Souvenir,2,23.46,Cash,22-01-2022,Kanyon
I174459,C201364,Female,28,Books,4,60.6,Credit Card,29-03-2021,Metrocity
I174464,C441666,Male,50,Clothing,4,1200.32,Credit Card,05-02-2022,Metrocity
I174465,C327003,Male,19,Food & Beverage,1,5.23,Cash,25-01-2022,Kanyon
I174470,C802782,Female,61,Cosmetics,1,40.66,Cash,14-12-2021,Kanyon
I174478,C142514,Male,41,Souvenir,4,46.92,Credit Card,12-03-2021,Metrocity
I174480,C189244,Male,23,Shoes,5,3000.85,Cash,31-03-2021,Kanyon
I174482,C268449,Female,59,Books,5,75.75,Debit Card,10-11-2021,Kanyon
I174484,C176775,Female,46,Cosmetics,4,162.64,Debit Card,21-06-2021,Metropol AVM
I174488,C209905,Female,30,Cosmetics,5,203.3,Cash,20-01-2023,Kanyon
I174489,C236881,Male,48,Books,5,75.75,Cash,24-04-2021,Istinye Park
I174490,C177700,Male,64,Shoes,4,2400.68,Credit Card,08-05-2022,Kanyon
I174497,C495120,Male,51,Cosmetics,4,162.64,Debit Card,30-05-2021,Kanyon
I174503,C403406,Male,37,Cosmetics,4,162.64,Cash,30-08-2022,Metrocity
I174506,C226642,Male,24,Cosmetics,5,203.3,Cash,22-03-2021,Kanyon
I174507,C475171,Male,64,Clothing,2,600.16,Cash,26-06-2021,Metropol AVM
I174512,C116516,Male,49,Clothing,2,600.16,Credit Card,19-07-2021,Metrocity
I174513,C228188,Male,34,Toys,3,107.52,Debit Card,07-01-2023,Kanyon
I174514,C571695,Male,37,Technology,3,3150,Cash,12-07-2022,Zorlu Center
I174515,C106500,Female,28,Food & Beverage,1,5.23,Credit Card,11-10-2021,Istinye Park
I174516,C726072,Female,37,Cosmetics,1,40.66,Credit Card,22-05-2022,Istinye Park
I174518,C230911,Male,45,Shoes,4,2400.68,Credit Card,03-02-2021,Zorlu Center
I174522,C305201,Female,31,Clothing,5,1500.4,Credit Card,25-10-2022,Viaport Outlet
I174523,C105344,Female,18,Cosmetics,4,162.64,Credit Card,31-07-2021,Metropol AVM
I174526,C890603,Male,26,Clothing,1,300.08,Cash,09-01-2021,Istinye Park
I174527,C110259,Female,30,Clothing,2,600.16,Credit Card,07-08-2022,Istinye Park
I174528,C206950,Female,52,Clothing,4,1200.32,Cash,16-07-2021,Istinye Park
I174531,C100472,Female,64,Food & Beverage,1,5.23,Cash,15-04-2021,Metrocity
I174532,C231454,Male,26,Books,4,60.6,Cash,03-02-2021,Mall of Istanbul
I174538,C125001,Female,45,Shoes,2,1200.34,Credit Card,19-06-2022,Istinye Park
I174551,C293301,Female,68,Technology,4,4200,Debit Card,08-11-2021,Istinye Park
I174553,C259296,Male,56,Clothing,1,300.08,Cash,28-05-2021,Forum Istanbul
I174555,C745842,Male,39,Clothing,4,1200.32,Cash,06-02-2021,Kanyon
I174560,C253681,Female,53,Technology,2,2100,Debit Card,27-06-2022,Kanyon
I174568,C334857,Female,49,Technology,3,3150,Cash,29-12-2021,Emaar Square Mall
I174572,C108644,Female,38,Souvenir,1,11.73,Debit Card,08-01-2023,Kanyon
I174573,C738664,Male,30,Clothing,1,300.08,Cash,26-03-2022,Forum Istanbul
I174574,C159040,Male,55,Food & Beverage,5,26.15,Credit Card,11-01-2022,Metrocity
I174575,C154102,Male,60,Technology,1,1050,Debit Card,19-10-2021,Mall of Istanbul
I174581,C277110,Male,52,Cosmetics,5,203.3,Cash,08-03-2022,Zorlu Center
I174585,C338846,Male,64,Clothing,2,600.16,Cash,06-01-2021,Mall of Istanbul
I174586,C150238,Female,45,Food & Beverage,2,10.46,Cash,01-03-2021,Kanyon
I174589,C878161,Male,28,Cosmetics,1,40.66,Credit Card,19-02-2021,Cevahir AVM
I174594,C128938,Female,52,Cosmetics,1,40.66,Cash,23-06-2021,Zorlu Center
I174597,C312928,Male,28,Cosmetics,4,162.64,Credit Card,25-01-2022,Metrocity
I174599,C193130,Female,49,Cosmetics,5,203.3,Credit Card,01-06-2021,Metropol AVM
I174602,C997492,Male,66,Food & Beverage,2,10.46,Credit Card,19-02-2021,Mall of Istanbul
I174611,C215600,Female,53,Books,5,75.75,Credit Card,22-03-2021,Emaar Square Mall
I174615,C460753,Female,20,Cosmetics,4,162.64,Debit Card,22-11-2021,Mall of Istanbul
I174617,C249817,Male,27,Cosmetics,4,162.64,Cash,06-10-2021,Metrocity
I174620,C204045,Male,47,Clothing,2,600.16,Cash,10-11-2021,Metrocity
I174626,C112412,Female,62,Shoes,2,1200.34,Cash,19-09-2021,Metropol AVM
I174635,C227700,Male,49,Clothing,1,300.08,Cash,02-10-2022,Forum Istanbul
I174644,C974362,Female,55,Books,3,45.45,Cash,15-06-2022,Emaar Square Mall
I174645,C448834,Female,53,Shoes,3,1800.51,Cash,05-01-2021,Emaar Square Mall
I174647,C306028,Male,38,Souvenir,2,23.46,Cash,05-11-2021,Viaport Outlet
I174651,C289878,Female,41,Cosmetics,4,162.64,Credit Card,23-07-2022,Viaport Outlet
I174652,C565663,Male,51,Cosmetics,1,40.66,Credit Card,23-10-2021,Metrocity
I174654,C378008,Female,42,Food & Beverage,2,10.46,Debit Card,27-03-2021,Viaport Outlet
I174655,C174141,Female,19,Toys,3,107.52,Cash,20-02-2023,Istinye Park
I174656,C277604,Female,64,Clothing,4,1200.32,Cash,29-01-2023,Metrocity
I174663,C209791,Male,55,Clothing,2,600.16,Credit Card,27-10-2021,Mall of Istanbul
I174670,C198968,Female,59,Clothing,3,900.24,Cash,20-02-2023,Metropol AVM
I174672,C139818,Female,45,Toys,3,107.52,Cash,05-01-2022,Kanyon
I174678,C228691,Female,55,Toys,2,71.68,Cash,07-02-2021,Emaar Square Mall
I174681,C891483,Male,63,Clothing,4,1200.32,Cash,16-04-2022,Metrocity
I174698,C199971,Male,20,Clothing,1,300.08,Cash,11-12-2022,Mall of Istanbul
I174699,C148046,Female,30,Clothing,1,300.08,Cash,04-08-2021,Forum Istanbul
I174706,C127259,Female,36,Clothing,5,1500.4,Cash,20-03-2022,Metropol AVM
I174710,C103072,Female,61,Toys,5,179.2,Cash,18-01-2023,Kanyon
I174711,C323088,Female,37,Clothing,3,900.24,Debit Card,10-10-2021,Metrocity
I174718,C144505,Male,69,Clothing,1,300.08,Cash,25-04-2021,Istinye Park
I174721,C295101,Male,47,Shoes,2,1200.34,Credit Card,07-05-2021,Kanyon
I174723,C240107,Male,31,Clothing,2,600.16,Cash,09-02-2022,Istinye Park
I174726,C337636,Female,35,Clothing,1,300.08,Cash,02-11-2022,Viaport Outlet
I174728,C250242,Male,68,Food & Beverage,2,10.46,Credit Card,13-05-2021,Istinye Park
I174731,C337968,Female,43,Clothing,1,300.08,Credit Card,17-02-2022,Kanyon
I174739,C249222,Male,33,Cosmetics,4,162.64,Credit Card,05-02-2023,Kanyon
I174740,C176595,Male,54,Clothing,3,900.24,Credit Card,22-10-2022,Mall of Istanbul
I174741,C259562,Male,66,Toys,2,71.68,Cash,23-11-2021,Kanyon
I174742,C149440,Male,40,Toys,3,107.52,Cash,15-10-2021,Kanyon
I174749,C255231,Female,48,Cosmetics,2,81.32,Credit Card,07-05-2021,Cevahir AVM
I174750,C300043,Female,43,Food & Beverage,2,10.46,Cash,19-08-2022,Kanyon
I174751,C299717,Male,47,Toys,2,71.68,Credit Card,18-01-2023,Kanyon
I174752,C339452,Male,61,Toys,5,179.2,Credit Card,04-01-2022,Metropol AVM
I174753,C333852,Female,43,Souvenir,4,46.92,Cash,05-04-2021,Mall of Istanbul
I174757,C428823,Male,22,Shoes,1,600.17,Debit Card,06-02-2021,Kanyon
I174759,C160809,Male,42,Clothing,3,900.24,Cash,18-07-2021,Istinye Park
I174762,C130220,Female,28,Food & Beverage,5,26.15,Debit Card,13-05-2022,Viaport Outlet
I174770,C244669,Female,38,Toys,1,35.84,Cash,30-09-2022,Istinye Park
I174772,C257135,Male,21,Food & Beverage,5,26.15,Debit Card,11-11-2022,Metrocity
I174773,C366206,Male,43,Toys,1,35.84,Credit Card,31-05-2021,Zorlu Center
I174774,C127865,Female,51,Books,1,15.15,Credit Card,01-06-2021,Zorlu Center
I174777,C438441,Female,53,Clothing,2,600.16,Debit Card,18-01-2021,Kanyon
I174781,C601719,Male,61,Cosmetics,5,203.3,Cash,19-12-2022,Kanyon
I174783,C189291,Male,56,Food & Beverage,1,5.23,Cash,12-04-2022,Istinye Park
I174784,C340212,Male,19,Toys,1,35.84,Debit Card,05-11-2021,Metropol AVM
I174799,C113945,Male,26,Toys,4,143.36,Cash,29-11-2021,Cevahir AVM
I174802,C810141,Female,53,Food & Beverage,4,20.92,Cash,03-09-2022,Mall of Istanbul
I174804,C295147,Male,20,Clothing,3,900.24,Credit Card,14-04-2022,Cevahir AVM
I174806,C134641,Female,35,Clothing,2,600.16,Credit Card,26-10-2022,Istinye Park
I174808,C317761,Female,37,Shoes,2,1200.34,Cash,08-04-2021,Emaar Square Mall
I174811,C108073,Female,43,Cosmetics,4,162.64,Credit Card,01-12-2021,Kanyon
I174817,C450205,Female,46,Toys,4,143.36,Cash,25-10-2022,Metrocity
I174825,C242765,Female,37,Souvenir,4,46.92,Credit Card,27-01-2023,Metropol AVM
I174828,C196134,Male,38,Clothing,3,900.24,Debit Card,25-07-2021,Metropol AVM
I174831,C658372,Female,53,Toys,4,143.36,Credit Card,18-07-2021,Mall of Istanbul
I174837,C319888,Male,48,Cosmetics,5,203.3,Credit Card,04-09-2022,Kanyon
I174840,C114052,Male,59,Toys,3,107.52,Cash,12-05-2022,Mall of Istanbul
I174841,C104539,Male,46,Toys,2,71.68,Cash,22-02-2022,Istinye Park
I174845,C605927,Male,65,Souvenir,2,23.46,Cash,04-12-2021,Kanyon
I174846,C265786,Female,49,Clothing,2,600.16,Debit Card,21-03-2022,Emaar Square Mall
I174850,C160397,Female,34,Shoes,4,2400.68,Credit Card,20-01-2022,Mall of Istanbul
I174852,C470082,Male,46,Food & Beverage,5,26.15,Cash,10-01-2022,Mall of Istanbul
I174861,C299325,Female,37,Food & Beverage,5,26.15,Credit Card,09-05-2022,Emaar Square Mall
I174864,C118040,Male,24,Clothing,2,600.16,Credit Card,16-11-2022,Kanyon
I174866,C645586,Male,59,Food & Beverage,4,20.92,Cash,29-10-2022,Kanyon
I174868,C279577,Female,24,Cosmetics,2,81.32,Cash,28-05-2021,Istinye Park
I174875,C123152,Female,58,Books,4,60.6,Cash,09-09-2021,Mall of Istanbul
I174877,C189573,Male,67,Technology,2,2100,Credit Card,17-07-2022,Metropol AVM
I174882,C310905,Female,45,Clothing,1,300.08,Credit Card,10-07-2022,Metrocity
I174884,C334725,Male,38,Shoes,5,3000.85,Cash,06-11-2021,Kanyon
I174886,C923347,Male,61,Clothing,5,1500.4,Debit Card,03-07-2021,Mall of Istanbul
I174889,C183426,Male,26,Clothing,2,600.16,Cash,21-02-2021,Metrocity
I174893,C225194,Male,52,Shoes,2,1200.34,Debit Card,29-12-2021,Mall of Istanbul
I174899,C295014,Female,34,Books,2,30.3,Cash,24-11-2021,Istinye Park
I174900,C297294,Male,40,Shoes,2,1200.34,Cash,14-04-2021,Cevahir AVM
I174902,C906646,Male,56,Books,5,75.75,Credit Card,06-03-2021,Istinye Park
I174905,C740657,Male,52,Shoes,1,600.17,Cash,06-11-2022,Mall of Istanbul
I174907,C736740,Female,29,Clothing,4,1200.32,Cash,21-12-2022,Emaar Square Mall
I174910,C214455,Male,31,Clothing,4,1200.32,Debit Card,15-02-2023,Mall of Istanbul
I174918,C281747,Male,55,Clothing,4,1200.32,Cash,28-02-2021,Metrocity
I174922,C208886,Female,42,Cosmetics,2,81.32,Debit Card,20-12-2021,Metrocity
I174923,C942294,Female,20,Clothing,1,300.08,Debit Card,23-02-2021,Metrocity
I174927,C805820,Male,31,Cosmetics,3,121.98,Cash,20-01-2023,Metrocity
I174928,C130698,Male,65,Clothing,1,300.08,Cash,30-03-2022,Mall of Istanbul
I174936,C227770,Male,69,Technology,3,3150,Debit Card,10-02-2022,Viaport Outlet
I174938,C319347,Female,55,Food & Beverage,3,15.69,Credit Card,14-05-2021,Forum Istanbul
I174939,C979526,Male,47,Toys,1,35.84,Debit Card,07-01-2022,Metrocity
I174942,C200317,Female,19,Clothing,3,900.24,Credit Card,23-01-2023,Kanyon
I174944,C137867,Female,25,Food & Beverage,4,20.92,Cash,20-05-2022,Istinye Park
I174948,C127853,Female,65,Cosmetics,2,81.32,Credit Card,06-12-2021,Metrocity
I174950,C292659,Male,40,Shoes,5,3000.85,Debit Card,27-02-2022,Viaport Outlet
I174951,C956706,Female,53,Technology,5,5250,Debit Card,22-12-2021,Mall of Istanbul
I174953,C132436,Male,40,Food & Beverage,5,26.15,Cash,28-04-2021,Mall of Istanbul
I174958,C205926,Male,38,Technology,2,2100,Debit Card,22-04-2021,Istinye Park
I174960,C313448,Male,66,Food & Beverage,4,20.92,Credit Card,19-01-2022,Mall of Istanbul
I174964,C303563,Male,40,Cosmetics,2,81.32,Debit Card,05-04-2022,Metropol AVM
I174966,C325906,Male,27,Food & Beverage,5,26.15,Cash,25-07-2022,Mall of Istanbul
I174974,C113982,Female,52,Clothing,5,1500.4,Cash,13-04-2022,Metropol AVM
I174983,C339325,Female,63,Shoes,1,600.17,Cash,26-02-2023,Kanyon
I174987,C108591,Female,28,Clothing,1,300.08,Credit Card,21-01-2023,Metropol AVM
I174990,C403644,Female,57,Books,1,15.15,Cash,08-10-2021,Metrocity
I174999,C279856,Female,57,Cosmetics,5,203.3,Credit Card,10-03-2022,Metrocity
I175001,C291768,Female,28,Clothing,2,600.16,Debit Card,02-03-2023,Kanyon
I175002,C244629,Male,65,Cosmetics,2,81.32,Cash,26-05-2022,Mall of Istanbul
I175004,C908335,Female,37,Souvenir,5,58.65,Credit Card,04-01-2023,Metropol AVM
I175006,C260976,Male,50,Food & Beverage,4,20.92,Cash,05-06-2021,Kanyon
I175013,C270951,Female,63,Shoes,2,1200.34,Cash,17-02-2021,Mall of Istanbul
I175015,C444744,Female,28,Toys,1,35.84,Cash,10-04-2021,Kanyon
I175016,C392056,Female,65,Clothing,1,300.08,Credit Card,23-10-2021,Metrocity
I175026,C453556,Female,47,Shoes,5,3000.85,Cash,21-01-2023,Cevahir AVM
I175028,C182049,Male,33,Food & Beverage,4,20.92,Cash,23-09-2022,Mall of Istanbul
I175032,C131029,Male,20,Clothing,3,900.24,Debit Card,18-05-2021,Metrocity
I175037,C331327,Female,40,Clothing,2,600.16,Credit Card,06-05-2022,Metropol AVM
I175039,C337875,Female,59,Cosmetics,1,40.66,Cash,24-03-2022,Cevahir AVM
I175042,C771735,Male,35,Clothing,5,1500.4,Debit Card,07-08-2022,Kanyon
I175043,C494928,Male,52,Toys,4,143.36,Credit Card,03-03-2021,Kanyon
